State,Year,Month,Number of Disconnections,Total Connections,Disconnection Rate,code
Alabama,2010,April,1422,24925,0.057051153,AL
Alabama,2010,August,1673,24094,0.069436374,AL
Alabama,2010,December,479,23800,0.02012605,AL
Alabama,2010,February,584,24931,0.023424652,AL
Alabama,2010,January,779,24696,0.03154357,AL
Alabama,2010,July,1036,25051,0.041355635,AL
Alabama,2010,June,712,25034,0.02844132,AL
Alabama,2010,March,1556,25002,0.062235021,AL
Alabama,2010,May,993,24935,0.039823541,AL
Alabama,2010,November,954,24916,0.03828865,AL
Alabama,2010,October,1519,25039,0.060665362,AL
Alabama,2010,September,1437,25203,0.057017022,AL
Alabama,2011,April,1355,25042,0.054109097,AL
Alabama,2011,August,1568,24984,0.062760167,AL
Alabama,2011,December,870,24917,0.034915921,AL
Alabama,2011,February,1492,24753,0.060275522,AL
Alabama,2011,January,828,26281,0.03150565,AL
Alabama,2011,July,1003,25073,0.040003191,AL
Alabama,2011,June,584,25361,0.023027483,AL
Alabama,2011,March,1592,25286,0.062959741,AL
Alabama,2011,May,874,25078,0.034851264,AL
Alabama,2011,November,1059,25130,0.042140867,AL
Alabama,2011,October,1576,24942,0.063186593,AL
Alabama,2011,September,1546,25373,0.060930911,AL
Alabama,2012,April,1027,25011,0.041061933,AL
Alabama,2012,August,1707,25496,0.066951679,AL
Alabama,2012,December,824,24948,0.0330287,AL
Alabama,2012,February,1180,24938,0.047317347,AL
Alabama,2012,January,1080,25127,0.042981653,AL
Alabama,2012,July,1204,25199,0.047779674,AL
Alabama,2012,June,947,25190,0.037594283,AL
Alabama,2012,March,952,25228,0.037735849,AL
Alabama,2012,May,1027,25351,0.040511222,AL
Alabama,2012,November,988,25157,0.039273363,AL
Alabama,2012,October,1467,25199,0.058216596,AL
Alabama,2012,September,1361,25193,0.054022943,AL
Alabama,2013,April,1172,25147,0.046605957,AL
Alabama,2013,August,1285,25433,0.050524909,AL
Alabama,2013,December,931,25375,0.036689655,AL
Alabama,2013,February,1318,24970,0.05278334,AL
Alabama,2013,January,1170,25303,0.046239576,AL
Alabama,2013,July,1248,25354,0.049223002,AL
Alabama,2013,June,973,25180,0.038641779,AL
Alabama,2013,March,998,25132,0.039710329,AL
Alabama,2013,May,1068,25317,0.042185093,AL
Alabama,2013,November,1131,25273,0.044751316,AL
Alabama,2013,October,1454,25289,0.057495354,AL
Alabama,2013,September,1502,25384,0.059171131,AL
Alabama,2014,April,1438,25538,0.056308247,AL
Alabama,2014,August,1462,25415,0.057525084,AL
Alabama,2014,December,643,25495,0.025220631,AL
Alabama,2014,February,1772,25249,0.070180997,AL
Alabama,2014,January,254,25333,0.010026448,AL
Alabama,2014,July,885,25570,0.034610872,AL
Alabama,2014,June,1040,25446,0.040870864,AL
Alabama,2014,March,1240,25793,0.048075059,AL
Alabama,2014,May,998,25219,0.039573338,AL
Alabama,2014,November,858,24831,0.034553582,AL
Alabama,2014,October,1326,25243,0.052529414,AL
Alabama,2014,September,1427,25348,0.056296355,AL
Alabama,2015,April,1159,25243,0.045913719,AL
Alabama,2015,August,1247,25579,0.048750928,AL
Alabama,2015,December,871,25359,0.03434678,AL
Alabama,2015,February,930,25198,0.036907691,AL
Alabama,2015,January,1167,25270,0.046181243,AL
Alabama,2015,July,965,25393,0.038002599,AL
Alabama,2015,June,834,25398,0.032837231,AL
Alabama,2015,March,1152,25313,0.045510212,AL
Alabama,2015,May,705,25224,0.027949572,AL
Alabama,2015,November,895,25281,0.035402081,AL
Alabama,2015,October,1359,25396,0.053512364,AL
Alabama,2015,September,1630,25587,0.063704225,AL
Alabama,2016,April,1074,25529,0.042069803,AL
Alabama,2016,August,1064,25623,0.041525192,AL
Alabama,2016,December,1357,25655,0.052894173,AL
Alabama,2016,February,924,25421,0.036347901,AL
Alabama,2016,January,774,25357,0.030524116,AL
Alabama,2016,July,1081,25627,0.042182074,AL
Alabama,2016,June,886,25649,0.034543257,AL
Alabama,2016,March,1310,25563,0.051245941,AL
Alabama,2016,May,596,25491,0.023380801,AL
Alabama,2016,November,1984,25380,0.078171789,AL
Alabama,2016,October,2043,25511,0.080083101,AL
Alabama,2016,September,1248,25773,0.048422768,AL
Alabama,2017,April,1144,25576,0.044729434,AL
Alabama,2017,August,3133,25817,0.121354146,AL
Alabama,2017,December,1824,25450,0.071669941,AL
Alabama,2017,February,1816,25561,0.071045734,AL
Alabama,2017,January,1612,25554,0.063082101,AL
Alabama,2017,July,2253,25703,0.087655138,AL
Alabama,2017,June,1757,25808,0.068079665,AL
Alabama,2017,March,1453,25820,0.056274206,AL
Alabama,2017,May,1127,25644,0.043947902,AL
Alabama,2017,November,2191,25499,0.085924938,AL
Alabama,2017,October,2750,25615,0.107358969,AL
Alabama,2017,September,2976,25710,0.115752625,AL
Alabama,2018,April,2000,25582,0.07817997,AL
Alabama,2018,August,1761,25919,0.067942436,AL
Alabama,2018,December,1654,25604,0.064599281,AL
Alabama,2018,February,2293,25535,0.089798316,AL
Alabama,2018,January,1565,25721,0.060845224,AL
Alabama,2018,July,1828,25707,0.071109036,AL
Alabama,2018,June,2110,25789,0.081817829,AL
Alabama,2018,March,1999,25736,0.077673298,AL
Alabama,2018,May,1603,25702,0.062368687,AL
Alabama,2018,November,2132,25636,0.0831643,AL
Alabama,2018,October,2044,25656,0.079669473,AL
Alabama,2018,September,2276,25656,0.088712192,AL
Alabama,2019,April,1988,25769,0.07714696,AL
Alabama,2019,August,2011,26028,0.077262948,AL
Alabama,2019,December,1862,25773,0.072246149,AL
Alabama,2019,February,2245,25805,0.086998644,AL
Alabama,2019,January,2221,25838,0.085958666,AL
Alabama,2019,July,1950,25829,0.075496535,AL
Alabama,2019,June,1748,25819,0.06770208,AL
Alabama,2019,March,1839,25797,0.071287359,AL
Alabama,2019,May,1640,25782,0.063610271,AL
Alabama,2019,November,1832,25659,0.07139795,AL
Alabama,2019,October,1686,25935,0.065008676,AL
Alabama,2019,September,2084,25718,0.08103274,AL
Alabama,2020,April,0,25874,0,AL
Alabama,2020,August,1627,26171,0.062168049,AL
Alabama,2020,December,1722,26034,0.066144273,AL
Alabama,2020,February,1846,25807,0.07153098,AL
Alabama,2020,January,1763,25964,0.06790171,AL
Alabama,2020,July,1284,26121,0.049155852,AL
Alabama,2020,June,1260,26151,0.048181714,AL
Alabama,2020,March,505,25853,0.019533516,AL
Alabama,2020,May,1525,25971,0.058719341,AL
Alabama,2020,November,1579,26194,0.06028098,AL
Alabama,2020,October,1562,26251,0.059502495,AL
Alabama,2020,September,1661,26180,0.063445378,AL
Alabama,2021,April,1295,26257,0.049320181,AL
Alabama,2021,August,1629,26521,0.061423023,AL
Alabama,2021,December,1243,26328,0.047212094,AL
Alabama,2021,February,1242,26192,0.047419059,AL
Alabama,2021,January,1489,26293,0.056631042,AL
Alabama,2021,July,1303,26358,0.049434707,AL
Alabama,2021,June,1299,26404,0.049197091,AL
Alabama,2021,March,1260,26417,0.047696559,AL
Alabama,2021,May,1216,26325,0.046191833,AL
Alabama,2021,November,1766,26416,0.066853422,AL
Alabama,2021,October,1554,26354,0.058966381,AL
Alabama,2021,September,1543,26459,0.058316641,AL
Alabama,2022,February,1543,26220,0.058848207,AL
Alabama,2022,January,1071,26376,0.040605096,AL
Alabama,2022,March,1372,26599,0.051580886,AL
Arizona,2020,April,0,,,AZ
Arizona,2020,August,0,,,AZ
Arizona,2020,December,0,,,AZ
Arizona,2020,February,0,,,AZ
Arizona,2020,January,614,,,AZ
Arizona,2020,July,0,,,AZ
Arizona,2020,June,0,,,AZ
Arizona,2020,March,0,,,AZ
Arizona,2020,May,0,,,AZ
Arizona,2020,November,0,,,AZ
Arizona,2020,October,0,,,AZ
Arizona,2020,September,0,,,AZ
Arizona,2021,April,7366,,,AZ
Arizona,2021,August,0,,,AZ
Arizona,2021,December,6845,,,AZ
Arizona,2021,February,6287,,,AZ
Arizona,2021,January,2,,,AZ
Arizona,2021,July,0,,,AZ
Arizona,2021,June,0,,,AZ
Arizona,2021,March,3934,,,AZ
Arizona,2021,May,3029,,,AZ
Arizona,2021,November,634,,,AZ
Arizona,2021,October,12,,,AZ
Arizona,2021,September,0,,,AZ
Arizona,2022,April,2316,,,AZ
Arizona,2022,August,0,,,AZ
Arizona,2022,February,3495,,,AZ
Arizona,2022,January,4863,,,AZ
Arizona,2022,July,0,,,AZ
Arizona,2022,June,0,,,AZ
Arizona,2022,March,5727,,,AZ
Arizona,2022,May,0,,,AZ
Arizona,2022,October,0,,,AZ
Arizona,2022,September,0,,,AZ
California,2010,April,71597,20097593,0.003562466,CA
California,2010,August,62427,20128473,0.003101428,CA
California,2010,December,45636,10764150,0.004239629,CA
California,2010,February,59341,20070351,0.00295665,CA
California,2010,January,36380,20047749,0.001814668,CA
California,2010,July,55772,20111463,0.002773145,CA
California,2010,June,70296,20114682,0.003494761,CA
California,2010,March,72821,20088901,0.003624937,CA
California,2010,May,70241,20103973,0.003493887,CA
California,2010,November,52058,10758637,0.004838717,CA
California,2010,October,60531,20144369,0.00300486,CA
California,2010,September,57897,20132033,0.002875865,CA
California,2011,April,36623,10790866,0.003393889,CA
California,2011,August,41829,10810255,0.003869381,CA
California,2011,December,21501,10823435,0.001986523,CA
California,2011,February,36173,10779562,0.003355702,CA
California,2011,January,38310,10770971,0.003556782,CA
California,2011,July,33139,10799230,0.003068645,CA
California,2011,June,38975,10800954,0.003608478,CA
California,2011,March,34698,10783577,0.003217671,CA
California,2011,May,39014,10792328,0.003614975,CA
California,2011,November,32956,10818590,0.003046238,CA
California,2011,October,42230,10815206,0.003904688,CA
California,2011,September,39487,10812518,0.003651971,CA
California,2012,April,42335,10848813,0.00390227,CA
California,2012,August,34766,10869728,0.003198424,CA
California,2012,December,24562,10885998,0.002256293,CA
California,2012,February,46934,10838096,0.004330465,CA
California,2012,January,39713,10824989,0.003668641,CA
California,2012,July,35894,10858613,0.003305579,CA
California,2012,June,36839,10851300,0.003394893,CA
California,2012,March,45276,10845956,0.004174459,CA
California,2012,May,45576,10853975,0.004199015,CA
California,2012,November,34919,10888178,0.003207056,CA
California,2012,October,37259,10877385,0.003425364,CA
California,2012,September,31640,10869777,0.002910823,CA
California,2013,April,48896,10910099,0.004481719,CA
California,2013,August,49464,10928276,0.00452624,CA
California,2013,December,30491,10953292,0.002783729,CA
California,2013,February,46031,10899539,0.004223206,CA
California,2013,January,43432,10895336,0.003986293,CA
California,2013,July,49082,10910594,0.004498564,CA
California,2013,June,45118,10913217,0.004134253,CA
California,2013,March,55444,10901941,0.0050857,CA
California,2013,May,60312,10915047,0.005525583,CA
California,2013,November,44293,10943186,0.004047542,CA
California,2013,October,55005,10938790,0.005028436,CA
California,2013,September,51453,10931837,0.004706711,CA
California,2014,April,55663,10989073,0.005065304,CA
California,2014,August,60065,11001273,0.005459823,CA
California,2014,December,40570,11038292,0.003675387,CA
California,2014,February,53426,10973342,0.004868708,CA
California,2014,January,50839,10967637,0.004635365,CA
California,2014,July,52560,10999173,0.004778541,CA
California,2014,June,46403,10994058,0.004220735,CA
California,2014,March,61818,10976559,0.00563182,CA
California,2014,May,54359,10988048,0.004947103,CA
California,2014,November,39201,11029429,0.003554218,CA
California,2014,October,63267,11025486,0.00573825,CA
California,2014,September,49190,11012523,0.004466733,CA
California,2015,April,72374,11065094,0.006540749,CA
California,2015,August,59099,11085590,0.005331155,CA
California,2015,December,52168,16581563,0.003146145,CA
California,2015,February,60508,11057945,0.005471903,CA
California,2015,January,54832,11052615,0.004960998,CA
California,2015,July,60436,11077964,0.005455515,CA
California,2015,June,56214,11073537,0.005076427,CA
California,2015,March,67751,11062885,0.006124171,CA
California,2015,May,60763,11065367,0.005491277,CA
California,2015,November,58218,16567806,0.003513923,CA
California,2015,October,63033,11090751,0.005683384,CA
California,2015,September,59853,11089551,0.005397243,CA
California,2016,April,76704,16635306,0.004610916,CA
California,2016,August,85774,16668122,0.005145991,CA
California,2016,December,46349,16787682,0.002760893,CA
California,2016,February,77910,16616901,0.0046886,CA
California,2016,January,79573,16606781,0.004791597,CA
California,2016,July,57063,16653401,0.003426507,CA
California,2016,June,70581,16652606,0.004238436,CA
California,2016,March,97589,16624370,0.005870237,CA
California,2016,May,64457,16639545,0.003873724,CA
California,2016,November,73730,16771718,0.004396091,CA
California,2016,October,91959,16690190,0.005509764,CA
California,2016,September,98508,16677132,0.005906771,CA
California,2017,April,63742,16840801,0.003784974,CA
California,2017,August,86553,16864960,0.00513212,CA
California,2017,December,40604,16921517,0.002399548,CA
California,2017,February,77407,16820628,0.004601909,CA
California,2017,January,84879,16806554,0.005050351,CA
California,2017,July,61230,16846497,0.003634583,CA
California,2017,June,70307,16850944,0.004172289,CA
California,2017,March,93420,16831386,0.005550345,CA
California,2017,May,73630,16840892,0.004372096,CA
California,2017,November,86863,16907187,0.005137638,CA
California,2017,October,101345,16886585,0.006001509,CA
California,2017,September,84493,16870285,0.005008392,CA
California,2018,April,61987,11399528,0.005437681,CA
California,2018,August,68435,11436160,0.005984089,CA
California,2018,December,48805,17035612,0.002864881,CA
California,2018,February,60256,11372715,0.005298295,CA
California,2018,January,77183,11370043,0.006788277,CA
California,2018,July,43499,11426129,0.003806976,CA
California,2018,June,58389,11419230,0.005113217,CA
California,2018,March,78849,11378872,0.006929421,CA
California,2018,May,74072,11409336,0.006492227,CA
California,2018,November,63677,17035849,0.003737824,CA
California,2018,October,94354,17030068,0.005540436,CA
California,2018,September,68171,11438488,0.005959791,CA
California,2019,April,80997,17390453,0.004657555,CA
California,2019,August,61323,17464348,0.003511325,CA
California,2019,December,52802,17464859,0.003023328,CA
California,2019,February,55330,17085734,0.003238374,CA
California,2019,January,49264,17072723,0.002885539,CA
California,2019,July,55427,17448533,0.003176599,CA
California,2019,June,51112,17418139,0.002934412,CA
California,2019,March,81545,17103078,0.004767855,CA
California,2019,May,84080,17406186,0.004830467,CA
California,2019,November,58569,17452432,0.003355922,CA
California,2019,October,75877,17457075,0.00434649,CA
California,2019,September,70711,17441644,0.004054148,CA
California,2020,April,0,17513721,0,CA
California,2020,August,0,17567453,0,CA
California,2020,December,0,17575918,0,CA
California,2020,February,65785,17502275,0.003758654,CA
California,2020,January,54326,17487482,0.003106565,CA
California,2020,July,0,17567374,0,CA
California,2020,June,0,17552968,0,CA
California,2020,March,29231,17530381,0.001667448,CA
California,2020,May,0,17528849,0,CA
California,2020,November,0,17545322,0,CA
California,2020,October,0,17549953,0,CA
California,2020,September,0,17555255,0,CA
California,2021,April,0,16002032,0,CA
California,2021,August,0,17353256,0,CA
California,2021,December,0,17400143,0,CA
California,2021,February,0,17430755,0,CA
California,2021,January,0,17423069,0,CA
California,2021,July,0,17346587,0,CA
California,2021,June,0,17337076,0,CA
California,2021,March,0,17445978,0,CA
California,2021,May,0,17343380,0,CA
California,2021,November,0,17379088,0,CA
California,2021,October,0,17378698,0,CA
California,2021,September,0,17363394,0,CA
California,2022,April,0,17471942,0,CA
California,2022,August,14,16009485,8.74E-07,CA
California,2022,December,7828,16044829,0.000487883,CA
California,2022,February,0,17458269,0,CA
California,2022,January,0,17447321,0,CA
California,2022,July,0,15992498,0,CA
California,2022,June,0,15981434,0,CA
California,2022,March,0,17464446,0,CA
California,2022,May,34,17487773,1.94E-06,CA
California,2022,November,6710,16033447,0.0004185,CA
California,2022,October,3878,16026786,0.00024197,CA
California,2022,September,146,15931181,9.16E-06,CA
Colorado,2016,December,84,,,CO
Colorado,2016,November,145,,,CO
Colorado,2017,April,117,,,CO
Colorado,2017,August,158,,,CO
Colorado,2017,December,147,,,CO
Colorado,2017,February,110,,,CO
Colorado,2017,January,109,,,CO
Colorado,2017,July,122,,,CO
Colorado,2017,June,119,,,CO
Colorado,2017,March,157,,,CO
Colorado,2017,May,119,,,CO
Colorado,2017,November,145,,,CO
Colorado,2017,October,92,,,CO
Colorado,2017,September,155,,,CO
Colorado,2018,April,949,,,CO
Colorado,2018,August,1806.666667,100772.3333,0.017928201,CO
Colorado,2018,December,1497.666667,102061.6667,0.014674135,CO
Colorado,2018,February,790,,,CO
Colorado,2018,January,1147,,,CO
Colorado,2018,July,1658.666667,100607.6667,0.016486484,CO
Colorado,2018,June,856,16327.33333,0.052427422,CO
Colorado,2018,March,968,,,CO
Colorado,2018,May,881,16327.33333,0.053958597,CO
Colorado,2018,November,1676.666667,102061.6667,0.016427977,CO
Colorado,2018,October,1785.666667,101960.3333,0.017513347,CO
Colorado,2018,September,1722.666667,100772.3333,0.017094639,CO
Colorado,2019,April,1916.666667,102919.6667,0.018622939,CO
Colorado,2019,August,3519,754603.3333,0.004663377,CO
Colorado,2019,December,2156.333333,760581.6667,0.002835111,CO
Colorado,2019,February,1385.666667,102559,0.013510922,CO
Colorado,2019,January,1598.666667,102465,0.015602076,CO
Colorado,2019,July,3552,754422.3333,0.004708238,CO
Colorado,2019,June,1826.666667,103058,0.017724647,CO
Colorado,2019,March,1347.666667,102559,0.013140404,CO
Colorado,2019,May,1841.666667,103058,0.017870196,CO
Colorado,2019,November,2076.333333,760581.6667,0.002729928,CO
Colorado,2019,October,2226.333333,760435.3333,0.002927709,CO
Colorado,2019,September,3491,754603.3333,0.004626272,CO
Colorado,2020,April,1.333333333,767722.3333,1.74E-06,CO
Colorado,2020,August,209.3333333,754821,0.000277328,CO
Colorado,2020,December,936,672322,0.00139219,CO
Colorado,2020,February,3177.666667,764960.3333,0.004154028,CO
Colorado,2020,January,4996.666667,764840,0.006532957,CO
Colorado,2020,July,98.33333333,772258.3333,0.000127332,CO
Colorado,2020,June,0.333333333,767886.3333,4.34E-07,CO
Colorado,2020,March,3019.666667,764960.3333,0.003947481,CO
Colorado,2020,May,1.333333333,767886.3333,1.74E-06,CO
Colorado,2020,November,1277,672322,0.001899387,CO
Colorado,2020,October,2231,672322,0.00331835,CO
Colorado,2020,September,879.3333333,754821,0.001164956,CO
Colorado,2021,April,2932,789135.6667,0.003715457,CO
Colorado,2021,August,2922,684155,0.004270962,CO
Colorado,2021,December,2949.666667,779100.3333,0.003785991,CO
Colorado,2021,February,1932,784846.6667,0.002461627,CO
Colorado,2021,January,1982,766924.6667,0.002584348,CO
Colorado,2021,July,3037,702247.6667,0.004324685,CO
Colorado,2021,June,3924,789306.3333,0.004971454,CO
Colorado,2021,March,2231,784846.6667,0.002842593,CO
Colorado,2021,May,3927,789306.3333,0.004975255,CO
Colorado,2021,November,3470.666667,779100.3333,0.004454711,CO
Colorado,2021,October,3562.666667,779100.3333,0.004572796,CO
Colorado,2021,September,3391,684155,0.004956479,CO
Colorado,2022,April,3846.666667,786500.3333,0.004890865,CO
Colorado,2022,August,2361,,,CO
Colorado,2022,February,1948,783653,0.002485794,CO
Colorado,2022,January,1528,783653,0.001949843,CO
Colorado,2022,July,2361,,,CO
Colorado,2022,June,3846.666667,786500.3333,0.004890865,CO
Colorado,2022,March,2270,783653,0.00289669,CO
Colorado,2022,May,3846.666667,786500.3333,0.004890865,CO
Colorado,2022,October,0,,,CO
Colorado,2022,September,2361,,,CO
Connecticut,2017,April,232,,,CT
Connecticut,2017,August,359,,,CT
Connecticut,2017,December,28,,,CT
Connecticut,2017,February,68,,,CT
Connecticut,2017,January,68,,,CT
Connecticut,2017,July,257,,,CT
Connecticut,2017,June,345,,,CT
Connecticut,2017,March,76,,,CT
Connecticut,2017,May,444,,,CT
Connecticut,2017,November,193,,,CT
Connecticut,2017,October,250,,,CT
Connecticut,2017,September,280,,,CT
Connecticut,2018,April,178,,,CT
Connecticut,2018,August,277,,,CT
Connecticut,2018,December,4,,,CT
Connecticut,2018,February,72,,,CT
Connecticut,2018,January,7,,,CT
Connecticut,2018,July,215,,,CT
Connecticut,2018,June,258,,,CT
Connecticut,2018,March,117,,,CT
Connecticut,2018,May,422,,,CT
Connecticut,2018,November,86,,,CT
Connecticut,2018,October,313,,,CT
Connecticut,2018,September,219,,,CT
Connecticut,2019,April,176,,,CT
Connecticut,2019,August,249,,,CT
Connecticut,2019,December,4,,,CT
Connecticut,2019,February,4,,,CT
Connecticut,2019,January,5,,,CT
Connecticut,2019,July,300,,,CT
Connecticut,2019,June,284,,,CT
Connecticut,2019,March,52,,,CT
Connecticut,2019,May,360,,,CT
Connecticut,2019,November,65,,,CT
Connecticut,2019,October,308,,,CT
Connecticut,2019,September,212,,,CT
Connecticut,2020,April,7,,,CT
Connecticut,2020,August,1,,,CT
Connecticut,2020,December,82,,,CT
Connecticut,2020,February,8878,,,CT
Connecticut,2020,January,7345,,,CT
Connecticut,2020,July,0,,,CT
Connecticut,2020,June,0,,,CT
Connecticut,2020,March,9211,,,CT
Connecticut,2020,May,0,,,CT
Connecticut,2020,November,197,,,CT
Connecticut,2020,October,206,,,CT
Connecticut,2020,September,0,,,CT
Connecticut,2021,April,169,,,CT
Connecticut,2021,August,248,,,CT
Connecticut,2021,December,7764,,,CT
Connecticut,2021,February,3,,,CT
Connecticut,2021,January,8,,,CT
Connecticut,2021,July,275,,,CT
Connecticut,2021,June,234,,,CT
Connecticut,2021,March,209,,,CT
Connecticut,2021,May,423,,,CT
Connecticut,2021,November,4600,,,CT
Connecticut,2021,October,494,,,CT
Connecticut,2021,September,245,,,CT
Connecticut,2022,April,9522,,,CT
Connecticut,2022,August,9308,,,CT
Connecticut,2022,February,10333,,,CT
Connecticut,2022,January,4519,,,CT
Connecticut,2022,July,8560,,,CT
Connecticut,2022,June,5883,,,CT
Connecticut,2022,March,11666,,,CT
Connecticut,2022,May,8722,,,CT
Connecticut,2022,October,10228,,,CT
Connecticut,2022,September,8551,,,CT
Florida,2007,April,47,,,FL
Florida,2007,August,135,,,FL
Florida,2007,December,173,,,FL
Florida,2007,February,70,,,FL
Florida,2007,January,108,,,FL
Florida,2007,July,93,,,FL
Florida,2007,June,119,,,FL
Florida,2007,March,186,,,FL
Florida,2007,May,59,,,FL
Florida,2007,November,120,,,FL
Florida,2007,October,110,,,FL
Florida,2007,September,137,,,FL
Florida,2008,April,1733,,,FL
Florida,2008,August,2308,,,FL
Florida,2008,December,1853,,,FL
Florida,2008,February,2575,,,FL
Florida,2008,January,2207,,,FL
Florida,2008,July,2339,,,FL
Florida,2008,June,1926,,,FL
Florida,2008,March,1719,,,FL
Florida,2008,May,2015,,,FL
Florida,2008,November,2036,,,FL
Florida,2008,October,2358,,,FL
Florida,2008,September,2303,,,FL
Florida,2009,April,2003,,,FL
Florida,2009,August,1869,,,FL
Florida,2009,December,1693,,,FL
Florida,2009,February,1918,,,FL
Florida,2009,January,2136,,,FL
Florida,2009,July,1996,,,FL
Florida,2009,June,1782,,,FL
Florida,2009,March,2194,,,FL
Florida,2009,May,1593,,,FL
Florida,2009,November,1519,,,FL
Florida,2009,October,2306,,,FL
Florida,2009,September,1935,,,FL
Florida,2010,April,15854,369630,0.04289154,FL
Florida,2010,August,13586,369616,0.036757067,FL
Florida,2010,December,9412,369921,0.02544327,FL
Florida,2010,February,10956,369437,0.029655936,FL
Florida,2010,January,9467,367502,0.025760404,FL
Florida,2010,July,14211,370495,0.038356793,FL
Florida,2010,June,13552,370398,0.036587671,FL
Florida,2010,March,16001,369928,0.043254363,FL
Florida,2010,May,13526,369141,0.036641825,FL
Florida,2010,November,12442,370304,0.033599421,FL
Florida,2010,October,14746,370336,0.039817895,FL
Florida,2010,September,14206,370236,0.038370121,FL
Florida,2011,April,14031,370535,0.037866868,FL
Florida,2011,August,12411,371805,0.033380401,FL
Florida,2011,December,9644,370767,0.026010945,FL
Florida,2011,February,12222,370186,0.033015835,FL
Florida,2011,January,12413,369289,0.033613241,FL
Florida,2011,July,10638,371304,0.028650378,FL
Florida,2011,June,10962,370684,0.029572358,FL
Florida,2011,March,14346,370358,0.038735494,FL
Florida,2011,May,11319,369731,0.030614149,FL
Florida,2011,November,11355,370610,0.030638677,FL
Florida,2011,October,13008,370488,0.035110449,FL
Florida,2011,September,12761,371069,0.03438983,FL
Florida,2012,April,11674,372198,0.031365026,FL
Florida,2012,August,12185,374115,0.032570199,FL
Florida,2012,December,10651,373436,0.028521621,FL
Florida,2012,February,10663,371467,0.028705107,FL
Florida,2012,January,10909,370263,0.029462841,FL
Florida,2012,July,10687,372928,0.028657006,FL
Florida,2012,June,10996,373933,0.029406337,FL
Florida,2012,March,11513,372561,0.030902322,FL
Florida,2012,May,12225,373462,0.032734254,FL
Florida,2012,November,11717,373646,0.031358559,FL
Florida,2012,October,13247,374283,0.035393005,FL
Florida,2012,September,11046,373484,0.029575564,FL
Florida,2013,April,13059,376842,0.034653781,FL
Florida,2013,August,13121,378996,0.034620418,FL
Florida,2013,December,13867,379884,0.036503248,FL
Florida,2013,February,9686,374929,0.025834225,FL
Florida,2013,January,14581,373204,0.039069785,FL
Florida,2013,July,11799,378853,0.031144006,FL
Florida,2013,June,9485,377184,0.025146878,FL
Florida,2013,March,11179,376086,0.029724584,FL
Florida,2013,May,11680,377020,0.030979789,FL
Florida,2013,November,11524,380471,0.030288774,FL
Florida,2013,October,15519,379721,0.04086948,FL
Florida,2013,September,12327,378290,0.032586111,FL
Florida,2014,April,13189,383251,0.034413478,FL
Florida,2014,August,13660,386139,0.035375862,FL
Florida,2014,December,15028,387297,0.038802263,FL
Florida,2014,February,11702,381417,0.030680332,FL
Florida,2014,January,11061,380063,0.02910307,FL
Florida,2014,July,15647,385277,0.040612339,FL
Florida,2014,June,14035,383452,0.036601713,FL
Florida,2014,March,12141,382236,0.031763099,FL
Florida,2014,May,12228,384021,0.031842009,FL
Florida,2014,November,11968,386174,0.030991211,FL
Florida,2014,October,15757,386431,0.040775714,FL
Florida,2014,September,15087,385075,0.039179381,FL
Florida,2015,April,15139,390224,0.038795666,FL
Florida,2015,August,16419,392599,0.041821299,FL
Florida,2015,December,17024,394821,0.043118274,FL
Florida,2015,February,11593,387394,0.029925605,FL
Florida,2015,January,13469,386414,0.034856398,FL
Florida,2015,July,15364,392536,0.039140359,FL
Florida,2015,June,15605,392361,0.039772047,FL
Florida,2015,March,13147,388353,0.033853221,FL
Florida,2015,May,13439,391392,0.03433642,FL
Florida,2015,November,14464,393240,0.036781609,FL
Florida,2015,October,16114,393829,0.040916235,FL
Florida,2015,September,17175,393399,0.043657966,FL
Florida,2016,April,15912,397983,0.039981607,FL
Florida,2016,August,18742,400640,0.046780152,FL
Florida,2016,December,19653,401504,0.048948454,FL
Florida,2016,February,14585,396261,0.036806549,FL
Florida,2016,January,17206,394319,0.043634722,FL
Florida,2016,July,18313,399930,0.045790513,FL
Florida,2016,June,19335,399004,0.048458161,FL
Florida,2016,March,17243,396987,0.043434672,FL
Florida,2016,May,16283,397119,0.041002823,FL
Florida,2016,November,21191,401079,0.052834978,FL
Florida,2016,October,17964,400280,0.044878585,FL
Florida,2016,September,19438,400541,0.048529364,FL
Florida,2017,April,15402,403535,0.038167693,FL
Florida,2017,August,23242,406659,0.057153537,FL
Florida,2017,December,17656,408379,0.043234348,FL
Florida,2017,February,16271,402674,0.040407377,FL
Florida,2017,January,18614,401131,0.046403793,FL
Florida,2017,July,19880,405271,0.049053596,FL
Florida,2017,June,20763,405328,0.051225181,FL
Florida,2017,March,16620,403387,0.041201129,FL
Florida,2017,May,18271,405095,0.045103001,FL
Florida,2017,November,22604,407536,0.055465039,FL
Florida,2017,October,26443,405963,0.065136478,FL
Florida,2017,September,15855,407283,0.038928706,FL
Florida,2018,April,19168,409618,0.046794819,FL
Florida,2018,August,23505,413494,0.056844839,FL
Florida,2018,December,20348,415863,0.048929575,FL
Florida,2018,February,18047,409479,0.044073078,FL
Florida,2018,January,22512,407797,0.055203937,FL
Florida,2018,July,20066,411635,0.04874707,FL
Florida,2018,June,20898,412734,0.050633095,FL
Florida,2018,March,19346,409999,0.047185481,FL
Florida,2018,May,22338,411533,0.054279973,FL
Florida,2018,November,19066,415663,0.045868889,FL
