State,Utility Name,Utility Type,Service Type,Year,Month,Total Disconnections,Total Reconnections,Total Connections,Disconnection Rate
Alabama,City of Dothan,Municipal Utility,Electric,2018,February,2293,1430,25535,0.089798316
Alabama,City of Dothan,Municipal Utility,Electric,2018,March,1999,1292,25736,0.077673298
Alabama,City of Dothan,Municipal Utility,Electric,2018,April,2000,1239,25582,0.07817997
Alabama,City of Dothan,Municipal Utility,Electric,2018,May,1603,1013,25702,0.062368687
Alabama,City of Dothan,Municipal Utility,Electric,2018,June,2110,1368,25789,0.081817829
Alabama,City of Dothan,Municipal Utility,Electric,2018,July,1828,1132,25707,0.071109036
Alabama,City of Dothan,Municipal Utility,Electric,2018,August,1761,1185,25919,0.067942436
Alabama,City of Dothan,Municipal Utility,Electric,2018,September,2276,770,25656,0.088712192
Alabama,City of Dothan,Municipal Utility,Electric,2018,October,2044,1533,25656,0.079669473
Alabama,City of Dothan,Municipal Utility,Electric,2018,November,2132,1420,25636,0.0831643
Alabama,City of Dothan,Municipal Utility,Electric,2018,December,1654,1177,25604,0.064599281
Alabama,City of Dothan,Municipal Utility,Electric,2019,January,2221,1485,25838,0.085958666
Alabama,City of Dothan,Municipal Utility,Electric,2019,February,2245,1537,25805,0.086998644
Alabama,City of Dothan,Municipal Utility,Electric,2019,March,1839,1284,25797,0.071287359
Alabama,City of Dothan,Municipal Utility,Electric,2019,April,1988,1484,25769,0.07714696
Alabama,City of Dothan,Municipal Utility,Electric,2019,May,1640,1123,25782,0.063610271
Alabama,City of Dothan,Municipal Utility,Electric,2019,June,1748,1246,25819,0.06770208
Alabama,City of Dothan,Municipal Utility,Electric,2019,July,1950,1331,25829,0.075496535
Alabama,City of Dothan,Municipal Utility,Electric,2019,August,2011,1360,26028,0.077262948
Alabama,City of Dothan,Municipal Utility,Electric,2019,September,2084,1513,25718,0.08103274
Alabama,City of Dothan,Municipal Utility,Electric,2019,October,1686,1205,25935,0.065008676
Alabama,City of Dothan,Municipal Utility,Electric,2019,November,1832,1290,25659,0.07139795
Alabama,City of Dothan,Municipal Utility,Electric,2019,December,1862,1426,25773,0.072246149
Alabama,City of Dothan,Municipal Utility,Electric,2020,January,1763,1389,25964,0.06790171
Alabama,City of Dothan,Municipal Utility,Electric,2020,February,1846,1518,25807,0.07153098
Alabama,City of Dothan,Municipal Utility,Electric,2020,March,505,530,25853,0.019533516
Alabama,City of Dothan,Municipal Utility,Electric,2020,April,0,20,25874,0
Alabama,City of Dothan,Municipal Utility,Electric,2020,May,1525,979,25971,0.058719341
Alabama,City of Dothan,Municipal Utility,Electric,2020,June,1260,1220,26151,0.048181714
Alabama,City of Dothan,Municipal Utility,Electric,2020,July,1284,1155,26121,0.049155852
Alabama,City of Dothan,Municipal Utility,Electric,2020,August,1627,1463,26171,0.062168049
Alabama,City of Dothan,Municipal Utility,Electric,2020,September,1661,1459,26180,0.063445378
Alabama,City of Dothan,Municipal Utility,Electric,2020,October,1562,1390,26251,0.059502495
Alabama,City of Dothan,Municipal Utility,Electric,2020,November,1579,1326,26194,0.06028098
Alabama,City of Dothan,Municipal Utility,Electric,2020,December,1722,1598,26034,0.066144273
Alabama,City of Dothan,Municipal Utility,Electric,2021,January,1489,1354,26293,0.056631042
Alabama,City of Dothan,Municipal Utility,Electric,2021,February,1242,1070,26192,0.047419059
Alabama,City of Dothan,Municipal Utility,Electric,2021,March,1260,1164,26417,0.047696559
Alabama,City of Dothan,Municipal Utility,Electric,2021,April,1295,1224,26257,0.049320181
Alabama,City of Dothan,Municipal Utility,Electric,2021,May,1216,1056,26325,0.046191833
Alabama,City of Dothan,Municipal Utility,Electric,2021,June,1299,1177,26404,0.049197091
Alabama,City of Dothan,Municipal Utility,Electric,2021,July,1303,1138,26358,0.049434707
Alabama,City of Dothan,Municipal Utility,Electric,2021,August,1629,1468,26521,0.061423023
Alabama,City of Dothan,Municipal Utility,Electric,2021,September,1543,1379,26459,0.058316641
Alabama,City of Dothan,Municipal Utility,Electric,2021,October,1554,1387,26354,0.058966381
Alabama,City of Dothan,Municipal Utility,Electric,2021,November,1766,1309,26416,0.066853422
Alabama,City of Dothan,Municipal Utility,Electric,2021,December,1243,1133,26328,0.047212094
Alabama,City of Dothan,Municipal Utility,Electric,2022,January,1071,885,26376,0.040605096
Alabama,City of Dothan,Municipal Utility,Electric,2022,February,1543,1315,26220,0.058848207
Alabama,City of Dothan,Municipal Utility,Electric,2022,March,1372,1096,26599,0.051580886
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,January,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,February,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,March,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,April,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,May,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,June,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,July,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,August,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,September,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,October,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,November,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2020,December,,,823,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,January,0,,835,0
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,February,5,,835,0.005988024
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,March,3,,835,0.003592814
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,April,3,,835,0.003592814
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,May,0,,835,0
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,June,0,,835,0
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,July,0,,835,0
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,August,0,,835,0
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,September,0,,835,0
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,October,5,,835,0.005988024
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,November,5,,835,0.005988024
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2021,December,4,,835,0.004790419
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,January,4,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,February,3,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,March,5,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,April,,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,May,,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,June,,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,July,,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,August,,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,September,,,,
Arizona,Ajo Improvement Company,Investor Owned Utility,Electric,2022,October,,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,January,614,,1150194,0.000533823
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,February,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,March,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,April,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,May,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,June,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,July,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,August,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,September,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,October,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,November,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2020,December,,,1150194,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,January,0,,1177343,0
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,February,6278,,1177343,0.005332346
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,March,3929,,1177343,0.003337175
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,April,3460,,1177343,0.002938821
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,May,960,,1177343,0.000815395
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,June,0,,1177343,0
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,July,0,,1177343,0
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,August,0,,1177343,0
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,September,0,,1177343,0
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,October,0,,1177343,0
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,November,625,,1177343,0.000530856
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2021,December,4598,,1177343,0.003905404
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,January,4855,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,February,3488,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,March,5717,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,April,2316,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,May,,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,June,,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,July,,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,August,,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,September,,,,
Arizona,Arizona Public Service Company,Investor Owned Utility,Electric,2022,October,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,January,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,February,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,March,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,April,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,May,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,June,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,July,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,August,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,September,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,October,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,November,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2020,December,,,2305,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,January,2,,2305,0.000867679
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,February,4,,2305,0.001735358
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,March,2,,2305,0.000867679
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,April,3,,2305,0.001301518
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,May,0,,2305,0
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,June,0,,2305,0
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,July,0,,2305,0
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,August,0,,2305,0
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,September,0,,2305,0
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,October,7,,2305,0.003036876
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,November,4,,2305,0.001735358
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2021,December,3,,2305,0.001301518
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,January,4,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,February,4,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,March,5,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,April,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,May,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,June,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,July,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,August,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,September,,,,
Arizona,The Morenci Water and Electric Co.,Utility Cooperative,Electric,2022,October,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,January,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,February,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,March,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,April,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,May,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,June,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,July,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,August,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,September,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,October,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,November,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2020,December,,,394673,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,January,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,February,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,March,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,April,3249,,398938,0.008144123
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,May,1690,,398938,0.004236247
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,June,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,July,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,August,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,September,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,October,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,November,0,,398938,0
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2021,December,1967,,398938,0.004930591
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,January,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,February,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,March,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,April,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,May,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,June,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,July,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,August,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,September,,,,
Arizona,Tuscon Electric Power,Investor Owned Utility,Electric,2022,October,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,January,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,February,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,March,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,April,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,May,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,June,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,July,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,August,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,September,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,October,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,November,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2020,December,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,January,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,February,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,March,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,April,651,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,May,379,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,June,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,July,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,August,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,September,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,October,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,November,0,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2021,December,273,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,January,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,February,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,March,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,April,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,May,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,June,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,July,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,August,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,September,,,,
Arizona,UNS Electric,Investor Owned Utility,Electric,2022,October,,,,
California,City and County of San Francisco,Municipal Utility,Electric,2016,June,,,120,
California,City and County of San Francisco,Municipal Utility,Electric,2016,July,,,120,
California,City and County of San Francisco,Municipal Utility,Electric,2016,August,,,120,
California,City and County of San Francisco,Municipal Utility,Electric,2016,September,,,120,
California,City and County of San Francisco,Municipal Utility,Electric,2016,October,,,120,
California,City and County of San Francisco,Municipal Utility,Electric,2016,November,,,68836,
California,City and County of San Francisco,Municipal Utility,Electric,2016,December,,,67178,
California,City and County of San Francisco,Municipal Utility,Electric,2017,January,,,68533,
California,City and County of San Francisco,Municipal Utility,Electric,2017,February,,,68533,
California,City and County of San Francisco,Municipal Utility,Electric,2017,March,,,68317,
California,City and County of San Francisco,Municipal Utility,Electric,2017,April,,,68191,
California,City and County of San Francisco,Municipal Utility,Electric,2017,May,,,69036,
California,City and County of San Francisco,Municipal Utility,Electric,2017,June,,,68837,
California,City and County of San Francisco,Municipal Utility,Electric,2017,July,,,69466,
California,City and County of San Francisco,Municipal Utility,Electric,2017,August,,,69385,
